Subject,Question
Physics,Photon is quantum of radiation with energy & ; E & ;=& ; h & ; v & ; where & ; v & ; is frequency and & ; h & ; is ' s constant . The of & ; h & ; are the same as that of
Physics,"Among the four ( Fig . 3 . 1 ), there is only one graph for which average velocity over the time & ;(& ; 0 & ;,& ; T & ;)& ; can vanish for a suitably chosen & ; T & ;. Which one is it ?"
Physics,"In one motion , instantaneous speed & ; v & ; & ; 0 & ; & ; v & ;& ;& ; v & ; 0 & ;"
Physics,"A vehicle half the distance & ; L & ; with speed & ; V & ; 1 & ; and the other half with speed & ; V & ; 2 & ;, then its average speed is"
Physics,The displacement of a particle is given by & ; x & ;=& ;(& ; t & ;?& ; 2 & ;)& ; 2 & ; where & ; x & ; is in and & ; t & ; in . The distance covered by the particle in first 4 is
Physics,A graph of & ; x & ; versus & ; t & ; is shown in Fig . 3 . 3 . Choose correct from below .
Physics,"A ball is bouncing elastically with a speed & ; 1 & ;& ; m & ;/& ; s & ; between of a compartment of size & ; 10 & ;& ; m & ; in a direction perpendicular to . The train is moving at a constant velocity of & ; 10 & ;& ; m & ;/& ; s & ; parallel to the direction of motion of the ball . As seen from the ground ,"
Physics,"At a station , a girl up a stationary escalator in time & ; t & ; 1 & ;. If she remains stationary on the escalator , then the escalator take her up in time & ; t & ; 2 & ;. The time taken by her to walk up on the moving escalator will be"
Physics,"For the one - dimensional motion , by & ; x & ;=& ; t & ;?& ; sin & ;?& ; t"
Physics,A spring with one end attached to a mass and the other to a support is and .
Physics,"A lift is coming from & ; 8 & ; th & ; floor and is just about to reach & ; 4 & ; th floor . Taking ground floor as origin and positive & ; direction upwards for all , which one of the following is correct ?"
Physics,"The of quantity A with quantity B , plotted in Fig .& ; 3 . 2 & ; the motion of a particle in a straight line ."
Physics,The angle between & ; A & ;=& ; i & ;+& ; j & ; and & ; B & ;=& ; i & ;?& ; j & ; is
Physics,"In a two motion , instantaneous speed & ; v & ; 0 & ; is a constant . Then which of the following are necessarily true ?"
Physics,"A particle down a frictionless parabolic & ;(& ; y & ;=& ; x & ; 2 & ;)& ; track & ;(& ; A & ;?& ; B & ;?& ; C & ;)& ; starting from rest at point A ( Fig . 4 . 2 ). Point & ; B & ; is at the vertex of parabola and point & ; C & ; is at a height less than that of A . After C , the particle freely in as a projectile . If the particle highest point at & ; P & ;, then"
Physics,"In a two dimensional motion , instantaneous speed & ; v & ; 0 & ; is a constant . Then which of the following are necessarily true ?"
Physics,"For a particle circular motion , choose the correct statement ( s ) from the following :"
Physics,Figure & ; 4 . 1 & ; the of two & ; u & ; and & ; v & ; in the & ; X & ; Y & ; plane . If & ; u & ;=& ; a & ; i & ;^& ;+& ; b & ; j & ;^& ; and & ;& ; v & ;=& ; p & ; i & ;^& ;+& ; q & ; j & ;^& ; which of the following is correct ?
Physics,"Two are in with speed & ; v & ; o & ; at & ;?& ; 1 & ; and & ;?& ; 2 & ;( both acute ) to the , respectively . If the height by the first particle is greater than that of the second , then tick the right"
Physics,The component of a vector & ; r & ; along & ; X & ;- axis will have maximum value If
Physics,"Three & ; A & ;,& ; B & ; and & ; C & ; add up to zero . Find which is false ."
Physics,"It is found that & ;|& ; A & ;+& ; B & ;|& ;=& ;|& ; A & ;|& ;. This necessarily ,"
Physics,"For two & ; A & ; and & ; B & ;,& ;|& ; A & ;+& ; B & ;|& ;=& ;|& ; A & ;?& ; B & ;|& ; is always true when"
Physics,"Consider the , pressure , power , energy , impulse , gravitational , electrical charge , temperature , area . Out of these , the only vector are"
Physics,"The range of a fired at an angle of & ; 15 & ;?& ; is & ; 50 & ;& ; m & ;. If it is with the same speed at an angle of & ; 45 & ;?& ;, its range will be"
Physics,Which one of the following is true ?
Physics,"Following are four about displacement , velocity and acceleration for the motion of a particle in general . Choose the incorrect one & ;(& ; s & ;)& ;:"
Physics,A ball is with uniform translatory motion . This that
Physics,A cricket ball of mass & ; 150 & ;& ; g & ; an velocity & ; u & ;=& ;(& ; 3 & ; i & ;^& ;+& ; 4 & ; j & ;^& ;)& ; m & ; s & ;?& ; 1 & ; and a final velocity & ; v & ;=& ;?& ;(& ; 3 & ; i & ;^& ;+& ; 4 & ; j & ;^& ;)& ; m & ; s & ;?& ; 1 & ; after being hit . The change in momentum ( final momentum - momentum ) is & ;(& ; & ;?& ; k & ; g & ; m & ; s & ; 1 & ;)& ;
Physics,A scale is moving with velocity . This
Physics,"Two billiard & ; A & ; and & ; B & ;, each of mass & ; 50 & ;& ; g & ; and moving & ; i & ; n & ; opposite with speed of & ; 5 & ;& ; m & ;& ; s & ;?& ; 1 & ; each , collide and rebound with the same speed . If the collision for & ; 10 & ;?& ; 3 & ;& ; s & ;, which of the following are true ?"
Physics,"In Fig . 5 . 3 , a body A of mass & ; m & ; on plane at angle & ;?& ; 1 & ; to the and & ;?& ; 1 & ; is the of friction between & ; A & ; and the plane . A is connected by a light string passing over a frictionless pulley to another body B , also of mass & ; m & ;, sliding on a frictionless plane at angle & ;?& ; 2 & ; to the horizontal . Which of the following are true ?"
Physics,"In Fig . 5 . 1 , the - efficient of friction between the floor and the body B is & ; 0 . 1 & ;. The - efficient of friction between the B and A is & ; 0 . 2 & ;.& ; A force & ; F & ; is applied as B . The mass of & ; A & ; is & ; m & ;/& ; 2 & ; and of & ; B & ; is & ; m & ;. Which of the following are true ?"
Physics,Conservation of momentum in a collision between can be understood from
Physics,A hockey player is moving northward and suddenly turns westward with the same speed to an opponent . The force that on the player is
Physics,Mass & ; m & ; 1 & ; on a slope making an angle & ;?& ; with the horizontal and is attached to mass & ; m & ; 2 & ; by a string passing over a frictionless pulley as shown in Fig . 5 . 2 . The - efficient of friction between & ; m & ; 1 & ; and the sloping surface is & ;?& ;. Which of the following are true ?
Physics,"A body of mass & ; 10 & ;& ; k & ; g & ; is upon by two perpendicular ,& ; 6 & ;& ; N & ; and & ; 8 & ;& ; N & ;. The resultant acceleration of the body is"
Physics,"A body of mass & ; 2 & ;& ; k & ; g & ; according to the law & ; x & ;(& ; t & ;)& ;=& ; p & ; t & ;+& ; q & ; t & ; 2 & ;+& ; r & ; t & ; 3 & ; where & ; p & ;=& ; 3 & ;& ; m & ;& ; s & ;?& ; 1 & ;,& ; q & ;=& ; 4 & ;& ; m & ;& ; s & ;?& ; 2 & ; and & ; r & ;=& ; 5 & ;& ; m & ;& ; s & ;?& ; 3 & ;. The force acting on the body at & ; t & ;=& ; 2 & ; is"
Physics,"A car of mass & ; m & ; from rest and a velocity along east & ; v & ;=& ; v & ; i & ;^& ;(& ; v & ;& ;& ; 0 & ;)& ; in two . Assuming the car with acceleration , the force on the car is"
Physics,"In the previous problem ( 5 . 3 ), the magnitude of the momentum transferred during the hit is"
Physics,"A body with mass & ; 5 & ;& ; k & ; g & ; is upon by a force & ; F & ;=& ;(& ;?& ; 3 & ; i & ;^& ;+& ; 4 & ; j & ;^& ;)& ; N & ;. If 1ts velocity at & ; t & ;=& ; 0 & ; is & ; v & ;=& ;(& ; 6 & ; i & ;^& ;?& ; 12 & ; j & ;)& ; m & ; s & ;?& ; 1 & ;, the time at which & ; 1 & ; t & ; will just have a velocity along the & ; y & ;- axis is"
Physics,"The motion of a particle of mass & ; m & ; is given by & ; x & ;=& ; 0 & ; for & ; t & ;& ;& ; 0 & ; s ,& ; x & ;(& ; t & ;)& ;=& ; A & ; sin & ;?& ; 4 & ; p & ; t & ; for & ; 0 & ;& ;& ; t & ;& ;& ;(& ; 1 & ;/& ; 4 & ;)& ; s & ;(& ; A & ;& ;& ; 0 & ;)& ;, and & ; x & ;=& ; 0 & ; for & ; t & ;& ;& ;(& ; 1 & ;/& ; 4 & ;)& ; s & ;. Which of the following is true ?"
Physics,"An electron and a proton are moving under the influence of mutual . In calculating the change in the kinetic energy of the system during motion , one the magnetic force of one on another . This is because ,"
Physics,"During inelastic between two , which of the following quant ? always remain ?"
Physics,A body of mass & ; 0 . 5 & ;& ; k & ; g & ; in a straight line with velocity & ; v & ;=& ; a & ; x & ; 3 & ;/& ; 2 & ; where & ; a & ;=& ; 5 & ;& ; m & ;?& ; 1 & ;/& ; 2 & ;& ; s & ;?& ; 1 & ;.& ; The work done by the net force during its displacement from & ; x & ;=& ; 0 & ; to & ; x & ;=& ; 2 & ;& ; m & ; is
Physics,"A raindrop falling from a ground , a near terminal velocity when it fallen through a height & ;(& ; 3 & ;/& ; 4 & ;)& ; h & ;. Which of the shown in .& ; 6 . 8 & ; correctly the change in kinetic and energy of the drop during its fall up to the ground ?"
Physics,"Two identical ball in contact with each other and resting on a frictionless table are hit head - on by another ball bearing of the same mass moving with a speed & ; V & ; as shown in Fig .& ; 6 . 3 & ;. If the is elastic , which of the following ( Fig . 6 . 4 ) is a result after collision ?"
Physics,Which of the shown in Fig .& ; 6 . 7 & ; of total mechanical energy of a pendulum in air as function of time ?
Physics,"A cricket ball of mass 150 g moving with a speed of & ; 126 & ;& ; k & ; m & ;/& ; h & ; at the middle of the bat , firmly at its by the batsman . The ball straight back to the bowler after the bat . Assuming that collision between ball and bat is completely elastic and the two remain in contact for & ; 0 . 001 & ;& ; s & ;, the force that the batsman had to apply to hold the bat firmly at its place would be"
Physics,"A mass of & ; 5 & ;& ; k & ; g & ; is moving along a circular path of radius & ; 1 & ;& ; m & ;. If the mass with 300 per minute , its kinetic energy would be"
Physics,A man squatting on the ground straight up and stand . The force of reaction of ground on the man during the process is
Physics,"The energy function for a particle linear given by & ; V & ;(& ; x & ;)& ;=& ; 1 & ; 2 & ; k & ; x & ; 2 & ; where & ; k & ; is the force constant of the oscillator ( Fig . 6 . 2 ). For & ; k & ;=& ; 0 . 5 & ;& ; N & ;/& ; m & ;, the graph of & ; V & ;(& ; x & ;)& ; versus & ; x & ; is shown in the . A particle of total energy & ; E & ; turns back when it & ; x & ;=& ; & ; x & ; m & ;.& ; If & ; V & ; and & ; K & ; indicate the P . E . and K . E ., respectively of the particle at & ; x & ;=& ;+& ; x & ; m & ;?& ;, then which of the following is correct ?"
Physics,"A man , of mass & ; m & ;, standing at the bottom of the , of & ; L & ; it and at its top ."
Physics,A body is moving under the influence of a source of constant power energy . Which of the shown in Fig .& ; 6 . 5 & ; correctly the displacement - time curve for its motion ?
Physics,"A proton is kept at rest . A particle is from rest at a distance & ; d & ; in its . Consider two ; one in which the particle is also a proton and & ; & ; another , a . In the same time & ; t & ;, the work done on the two moving is"
Physics,Two & ; M & ; 1 & ; and & ; M & ; 2 & ; equal mass are free to move on a frictionless surface .& ; M & ; 2 & ; is attached to a massless spring as shown in Fig .& ; 6 . 10 & ;.& ; & ; M & ; 2 & ; is at rest and & ; M & ; 1 & ; is moving toward & ; M & ; 2 & ; with speed & ; v & ; and head - on with & ; M & ; 2 & ;.
Physics,"Two frictionless , one gradual and the other steep meet at A from where two are to slide down from rest , one on each track as shown in Fig .& ; 6 . 1 & ; Which of the following statement is correct ?"
Physics,A body is falling freely under the action of gravity alone in vacuum . Which of the following remain constant during the fall ?
Physics,"In a event an athlete the of mass & ; 10 & ;& ; k & ; g & ; with an speed of & ; 1 & ;& ; m & ;& ; s & ;?& ; 1 & ; at & ; 45 & ;?& ; from a height & ; 1 . 5 & ;& ; m & ; above ground . Assuming resistance to be and acceleration due to gravity to be & ; 10 & ;& ; m & ;& ; s & ;?& ; 2 & ;, the kinetic energy of the when it just the ground will be"
Physics,Which of the in Fig .& ; 6 . 9 & ; correctly the change in kinetic energy of an sphere falling freely in a lake depth to impart it a terminal ?
Physics,A bullet of mass & ; m & ; fired at & ; 30 & ;?& ; to the horizontal leaves the barrel of the gun with a velocity & ; v & ;. The bullet a soft target at a height & ; h & ; above the ground while it is moving downward and out with half the kinetic energy it had before the target . Which of the following are correct in respect of bullet after it out of the target ?
Physics,Which of the shown in F1g .& ; 6 . 6 & ; most closely the in kinetic energy of the earth as it once around the sun in its elliptical orbit ?
Physics,"A bicyclist comes to a skidding stop in & ; 10 & ;& ; m & ;. During this process , the force on the bicycle due to the road is & ; 200 & ;& ; N & ; and is directly opposed to the motion . The work done by the cycle on the road is"
Maths,The value of & ; cos & ;?& ; & ; 5 & ; cos & ;?& ; 2 & ; & ; 5 & ; cos & ;?& ; 4 & ; & ; 5 & ; cos & ;?& ; 8 & ; & ; 5 & ;& ; is
Maths,"If & ; tan & ;?& ;?& ;=& ;?& ; 4 & ; 3 & ;, then & ; sin & ;?& ;?& ;& ; is"
Maths,The value of & ; sin & ;?& ; 20 & ;?& ; sin & ;?& ; 40 & ;?& ; sin & ;?& ; 60 & ;?& ; sin & ;?& ; 80 & ;?& ; is
Maths,The value of & ; sin & ;?& ; x & ; cos & ;?& ; x & ;& ; is
Maths,"If & ; sin & ;?& ;?& ;& ; and & ; cos & ;?& ;?& ;& ; are the of the equation & ; a & ; x & ; 2 & ;?& ; b & ; x & ;+& ; c & ;=& ; 0 & ;, then & ; a & ;& ; b & ;& ; and & ; c & ;& ; satisfy the relation ."
Maths,The minimum value of & ; 3 & ; cos & ;?& ; x & ;+& ; 4 & ; sin & ;?& ; x & ;+& ; 8 & ;& ; is
Maths,"If & ; tan & ;?& ;?& ;=& ; 3 & ;& ; and & ;?& ;& ; in third quadrant , then the value of & ; sin & ;?& ;?& ; is"
Maths,The value of & ; 1 & ;?& ; tan & ; 2 & ;?& ; 15 & ;?& ; 1 & ;+& ; tan & ; 2 & ;?& ; 15 & ;?& ; is
Maths,The value of & ; tan & ;?& ; 3 & ;& ; A & ;?& ; tan & ;?& ; 2 & ;& ; A & ;?& ; tan & ;?& ; A & ;& ; is equal to
Maths,"If & ; f & ;(& ; x & ;)& ;=& ; cos & ; 2 & ;?& ; x & ;+& ; sec & ; 2 & ;?& ; x & ;, & ; then"
Maths,"If & ; sin & ;?& ;?& ;+& ; cosec & ;?& ;?& ;=& ; 2 & ;, then & ; sin & ; 2 & ;?& ;?& ;+& ; cosec & ; 2 & ;?& ;?& ;& ; is equal to"
Maths,Which of the following is not correct ?
Maths,"If & ; tan & ;?& ; & ;=& ; m & ; m & ;+& ; 1 & ;,& ; tan & ;?& ;?& ;=& ; 1 & ; 2 & ; m & ;+& ; 1 & ;, then & ; & ;+& ;?& ; is equal to"
Maths,The value of & ; cos & ;?& ; 1 & ;?& ; cos & ;?& ; 2 & ;?& ; cos & ;?& ; 3 & ;?& ;?& ; cos & ;?& ; 179 & ;?& ; is
Maths,Which of the following is correct ?
Maths,The value of & ; tan & ;?& ; 1 & ;?& ; tan & ;?& ; 2 & ;?& ; tan & ;?& ; 3 & ;?& ;?& ; tan & ;?& ; 89 & ;?& ; is
Maths,The value of & ; tan & ;?& ; 75 & ;?& ;?& ; cot & ;?& ; 75 & ;?& ; is equal to
Maths,"If & ; tan & ;?& ;?& ;=& ; 1 & ; 2 & ; and & ; tan & ;?& ;?& ;=& ; 1 & ; 3 & ;, then the value of & ;?& ;+& ;?& ;& ; is"
Maths,The value of & ; sin & ;?& ; & ; 10 & ; sin & ;?& ; 13 & ; & ; 10 & ;& ; is
Maths,cos & ;?& ; 2 & ;?& ; cos & ;?& ; 2 & ;?& ;+& ; sin & ; 2 & ;?& ;(& ;?& ;?& ;?& ;)& ;?& ; sin & ; 2 & ;?& ;(& ;?& ;+& ;?& ;)& ; is equal to
Maths,"If & ; tan & ;?& ; A & ;=& ; 1 & ; 2 & ;,& ; tan & ;?& ; B & ;=& ; 1 & ; 3 & ;, then & ; tan & ;?& ;(& ; 2 & ;& ; A & ;+& ; B & ;)& ; is equal to"
Maths,The value of & ; sin & ;?& ;(& ; 45 & ;?& ;+& ;?& ;)& ;?& ; cos & ;?& ;(& ; 45 & ;?& ;?& ;?& ;)& ;& ; is
Maths,The value of & ; sin & ;?& ; 50 & ;?& ;?& ; sin & ;?& ; 70 & ;?& ;+& ; sin & ;?& ; 10 & ;?& ;& ; is equal to
Maths,"If & ; sin & ;?& ;?& ;+& ; cos & ;?& ;?& ;=& ; 1 & ;, then the value of & ; sin & ;?& ; 2 & ;?& ;& ; is equal to"
Maths,The value of & ; cot & ;?& ;(& ; & ; 4 & ;+& ;?& ;)& ; cot & ;?& ;(& ; & ; 4 & ;?& ;?& ;)& ; is
Maths,The value of & ; cos & ;?& ; 12 & ;?& ;+& ; cos & ;?& ; 84 & ;?& ;+& ; cos & ;?& ; 156 & ;?& ;+& ; cos & ;?& ; 132 & ;?& ;& ; is
Maths,"If & ; tan & ;?& ;?& ;=& ; a & ; b & ;, then & ; b & ; cos & ;?& ; 2 & ;?& ;+& ; a & ; sin & ;?& ; 2 & ;?& ;& ; is equal to"
Maths,"If & ; tan & ;?& ; & ;=& ; 1 & ; 7 & ;,& ; tan & ;?& ;?& ;=& ; 1 & ; 3 & ;, then & ; cos & ;?& ; 2 & ; & ;& ; is equal to"
Maths,If & ; sin & ;?& ;?& ;=& ;?& ; 4 & ; 5 & ; and & ;?& ;& ; in third quadrant then the value of & ; cos & ;?& ;?& ; 2 & ;& ; is
Maths,"If for real of & ; x & ;,& ; cos & ;?& ;?& ;=& ; x & ;+& ; 1 & ; x & ;, then"
Maths,"Number of of the equation & ; tan & ;?& ; x & ;+& ; sec & ;?& ; x & ;=& ; 2 & ; cos & ;?& ; x & ; lying in the interval & ;[& ; 0 & ;,& ; 2 & ; & ;]& ;& ; is"
Maths,"If & ; & ;+& ;?& ;=& ; & ; 4 & ;, then the value of & ;(& ; 1 & ;+& ; tan & ;?& ; & ;)& ;(& ; 1 & ;+& ; tan & ;?& ;?& ;)& ;& ; is"
Maths,"If A in the second quadrant and & ; 3 & ; tan & ;?& ; A & ;+& ; 4 & ;=& ; 0 & ;, then the value of & ; 2 & ; cot & ;?& ; A & ;?& ; 5 & ; cos & ;?& ; A & ;+& ; sin & ;?& ; A & ;& ; is equal to"
Maths,The value of & ; cos & ; 2 & ;?& ; 48 & ;?& ;?& ; sin & ; 2 & ;?& ; 12 & ;?& ;& ; is
Maths,The value of & ; sin & ;?& ; & ; 18 & ;+& ; sin & ;?& ; & ; 9 & ;+& ; sin & ;?& ; 2 & ; & ; 9 & ;+& ; sin & ;?& ; 5 & ; & ; 18 & ; is given by
Maths,"lim & ; x & ;?& ; 1 & ;[& ; x & ;?& ; 1 & ;]& ;, where [.] is integer function , is equal to"
Maths,& ; lim & ; x & ;?& ; & ; 2 & ; 1 & ;?& ; sin & ;?& ; x & ; cos & ;?& ; x & ; is equal to
Maths,"& ; lim & ; n & ;?& ; & ; 1 & ;+& ; 2 & ;+& ; 3 & ;+& ;?& ;+& ; n & ; n & ; 2 & ;,& ; n & ;?& ; N & ;, is equal to"
Maths,& ; lim & ; x & ;?& ; 0 & ; sin & ;?& ; x & ; x & ;(& ; 1 & ;+& ; cos & ;?& ; x & ;)& ; is equal to
Maths,lim & ; x & ;?& ; 0 & ;|& ; x & ;|& ; x & ; is equal to
Maths,& ; lim & ; x & ;?& ; 0 & ; x & ; sin & ;?& ; 1 & ; x & ; is to
Maths,"& ; If & ; f & ;(& ; x & ;)& ;=& ; x & ; sin & ;?& ; x & ;, then & ; f & ;?& ; & ; 2 & ; is equal to"
Maths,"Let & ; f & ;(& ; x & ;)& ;=& ; x & ;?& ;[& ; x & ;]& ;;& ;?& ; R & ;, then & ; f & ;?& ; 1 & ; 2 & ; is"
Maths,"If & ; f & ;(& ; x & ;)& ;=& ; x & ;?& ; 4 & ; 2 & ; x & ;, then & ; f & ;?& ;(& ; 1 & ;)& ;& ; is"
Maths,lim & ; x & ;?& ; 0 & ;(& ; 1 & ;+& ; x & ;)& ; n & ;?& ; 1 & ; x & ;& ; is
Maths,lim & ; x & ;?& ; 0 & ; tan & ;?& ; 2 & ; x & ;?& ; x & ; 3 & ; x & ;?& ; sin & ;?& ; x & ; is
Maths,lim & ; x & ;?& ; & ; sin & ;?& ; x & ; x & ;?& ; & ;& ; is
Maths,"If & ; y & ;=& ; x & ;+& ; 1 & ; x & ;, then & ; d & ; y & ; d & ; x & ; at & ; x & ;=& ; 1 & ;& ; is"
Maths,lim & ; x & ;?& ; 0 & ; x & ; 2 & ; cos & ;?& ; x & ; 1 & ;?& ; cos & ;?& ; x & ;& ; is
Maths,lim & ; x & ;?& ; 1 & ; x & ; m & ;?& ; 1 & ; x & ; n & ;?& ; 1 & ;& ; is
Maths,"If & ; y & ;=& ; 1 & ;+& ; 1 & ; x & ; 2 & ; 1 & ;?& ; 1 & ; x & ; 2 & ;, then & ; d & ; y & ; d & ; x & ; is"
Maths,"If & ; f & ;(& ; x & ;)& ;=& ; 1 & ;?& ; x & ;+& ; x & ; 2 & ;?& ; x & ; 3 & ;?& ;?& ; x & ; 99 & ;+& ; x & ; 100 & ;, then & ; f & ;?& ;(& ; 1 & ;)& ; is to"
Maths,"If & ; f & ;(& ; x & ;)& ;=& ; x & ; 100 & ;+& ; x & ; 99 & ;+& ;?& ;+& ; x & ;+& ; 1 & ;, then & ; f & ;?& ;(& ; 1 & ;)& ; is equal to"
Maths,"If & ; f & ;(& ; x & ;)& ;=& ; 1 & ;+& ; x & ;+& ; x & ; 2 & ; 2 & ;+& ;?& ;+& ; x & ; 100 & ; 100 & ;, then & ; f & ;?& ;(& ; 1 & ;)& ; is equal to"
Maths,"If & ; y & ;=& ; sin & ;?& ; x & ;+& ; cos & ;?& ; x & ; sin & ;?& ; x & ;?& ; cos & ;?& ; x & ;, then & ; d & ; y & ; d & ; x & ; at & ; x & ;=& ; 0 & ; is & ;"
Maths,"If & ; f & ;(& ; x & ;)& ;=& ; x & ; n & ;?& ; a & ; n & ; x & ;?& ; a & ; for some constant '& ; a & ;', then & ; f & ;?& ;(& ; a & ;)& ;& ; is"
Maths,If & ; y & ;=& ; sin & ;?& ;(& ; x & ;+& ; 9 & ;)& ; cos & ;?& ; x & ; then & ; d & ; y & ; d & ; x & ; at & ; x & ;=& ; 0 & ;& ; is
Maths,lim & ; x & ;?& ; 0 & ; cosec & ;?& ; x & ;?& ; cot & ;?& ; x & ; x & ; is
Maths,lim & ; x & ;?& ; 0 & ; sin & ;?& ; x & ; x & ;+& ; 1 & ;?& ; 1 & ;?& ; x & ; is
Maths,"If & ; f & ;(& ; x & ;)& ;=& ; sin & ;?& ;[& ; x & ;]& ;[& ; x & ;]& ;,& ;[& ; x & ;]& ;?& ; 0 & ;, where [.] the integer function ,& ; 0 & ;& ;,& ;[& ; x & ;]& ;=& ; 0 & ; then & ; lim & ; x & ;?& ; 0 & ; f & ;(& ; x & ;)& ; is equal to"
Maths,lim & ; x & ;?& ; & ; 4 & ; sec & ; 2 & ;?& ; x & ;?& ; 2 & ; tan & ;?& ; x & ;?& ; 1 & ; is
Maths,lim & ; x & ;?& ; 1 & ;(& ; x & ;?& ; 1 & ;)& ;(& ; 2 & ; x & ;?& ; 3 & ;)& ; 2 & ; x & ; 2 & ;+& ; x & ;?& ; 3 & ; is
Maths,Which of the following is a statement ?
Maths,"Which of the following is the converse of the statement ?"" If secure good , then he will get a bicycle ."""
Maths,"& ; The negation of the statement "" It is and weather is cold ."" is"
